@relation Review_sentiment


@attribute overall_sentiment numeric
@attribute token_number numeric
@attribute adjective_sentiment numeric
@attribute noun_sentiment numeric
@attribute stars {1,2,3,4,5}
@data
-0.9591000000000001,72,-0.9671000000000001,0.004,3
2.3169,131,1.7657999999999998,0.004,3
0.10260000000000001,44,0.09860000000000001,0,2
0.059699999999999975,30,0.05569999999999997,0,3
1.3063,197,1.2983,0.008,4
0.6944999999999996,91,0.6944999999999996,0,4
-0.0483,25,0,-0.0483,4
-0.5975000000000001,363,-0.5631999999999999,-0.3785,3
-0.2456,37,-0.2456,0,1
0.4444,26,0.008,0,5
-2.5567,161,-2.111,0.2421,2
0.41049999999999964,491,0.04439999999999977,0.1273,3
2.827,112,2.6072,0,5
-0.35119999999999996,65,-0.35519999999999996,0,2
-2.4901000000000004,274,-0.01650000000000007,-1.2004000000000001,1
-0.2555,64,-0.2127,-0.042800000000000005,5
0.2479,152,0.0081,0.004,3
0.022299999999999983,92,0.022299999999999983,0,1
-0.3129,31,-0.3129,0,1
3.9436999999999998,365,4.3743,-0.3825,4
0.48750000000000004,152,0.2559,0.008,5
-0.8075000000000001,142,0.10750000000000001,-0.3785,2
-0.47950000000000004,60,0.004,-0.0048,2
-0.45970000000000016,94,0.23930000000000007,0,3
-1.1463999999999999,197,-0.6677,0,1
-0.13129999999999997,68,-0.13129999999999997,0,4
0.3446,31,0.3756,0,4
0.397,15,0.397,0,4
-0.8611,67,-0.37759999999999994,0,2
2.0852999999999997,61,2.2087,-0.2088,5
1.7793,221,3.3544,-1.3504,3
0.3659,91,0.3263,-0.49949999999999994,2
0.15350000000000008,117,0.8128,0,1
-0.5598000000000001,271,0.40169999999999995,-0.29040000000000005,4
3.5635999999999997,221,2.0789,0.20079999999999998,4
2.4243,451,2.8431000000000006,-0.0096,1
0.397,30,0.397,0,3
1.5666999999999998,324,1.626,-0.0436,4
0.12090000000000001,33,0.1169,0,4
-0.8291000000000001,100,0.46430000000000005,0,1
-0.4734,68,0.004,-0.3261,1
-1.1403,1251,2.9566,-2.2147,2
-0.10920000000000002,38,0.22379999999999997,0,4
0.3011,359,1.0093999999999999,-0.39130000000000004,5
-0.27809999999999996,34,-0.28209999999999996,0.004,3
0.5636,155,0.9341,-0.3705,5
-0.0461,93,-0.0501,0,2
0.4208999999999999,60,0.09829999999999994,0.004,3
0,22,0,0,3
-0.13310000000000005,176,0.34989999999999993,-0.7148,1
3.5875,945,5.436199999999998,-1.2976999999999999,4
-0.2036,53,-0.2036,0,2
0.44299999999999995,42,0.44299999999999995,0,1
-1.0795,62,-1.1481999999999999,0.004,4
0.397,33,0.393,0.004,2
1.2770000000000001,50,0.7379,0,1
0.012,27,0.004,0,3
-0.5369999999999999,42,-0.5489999999999999,0.008,2
0.004,25,0,0,5
-0.48850000000000016,339,0.4115,-0.6487,1
0.3836,58,0.3756,0.004,2
0.5916999999999999,62,0.9579,0.004,5
1.0095999999999998,24,1.1109,-0.3154,5
0.3876,23,0.3836,0.004,5
-0.7666999999999999,306,-0.3905999999999998,0,2
-0.9580000000000001,149,-0.4833,0,3
1.1524,58,0.72,0,5
1.3719000000000001,728,1.9516,-0.6418,3
0.2116,56,0.2076,0,5
1.2692999999999999,105,1.2692999999999999,0,3
0.5876999999999998,180,0.6426999999999998,0.0838,2
1.7414,371,2.2746999999999997,0.008,5
0,19,0,0,1
-0.7666,41,-0.7706,0,3
0.8262,239,0.8230000000000001,0.0032000000000000006,1
-1.0105000000000002,52,-1.0105000000000002,0,2
1.2625000000000002,32,0.7234,0,5
-0.26189999999999997,90,-0.26589999999999997,0,2
-1.7881000000000002,476,1.5681,-2.7732,1
0.05789999999999998,65,0.36679999999999996,0.004,2
-0.7951,141,-0.4101,-0.0421,2
1.5107999999999997,98,1.5107999999999997,0,5
0.2823,35,0,0.2823,4
-1.4516999999999998,240,-0.7505999999999999,0.018100000000000054,1
-2.8254,849,-1.672,-0.23819999999999997,3
1.8657999999999997,105,1.8537999999999997,0.008,4
0.8731,47,0.8651,0.004,4
0.4857,77,0.393,0,1
0.39490000000000025,211,0.05210000000000009,-0.0010000000000000009,2
2.0305999999999997,151,2.2582,0.004,3
-2.4493,146,-2.3358000000000003,0.004,1
-0.11639999999999999,56,0.0949,0.004,1
-2.727699999999999,883,-0.7358,-1.9808000000000003,3
0.2184,68,-0.0104,0.004,2
-0.04870000000000002,38,0.10599999999999998,-0.3865,5
0.7318,30,0.0032000000000000006,0.7286,4
-2.6195000000000004,207,-0.9405000000000001,-1.7690000000000001,3
-1.1267,156,-0.6192,-0.5027,2
2.1431,203,1.7702,0,3
1.0064,24,1.0064,0,5
2.3643,240,2.6033000000000004,0.004,5
0.3796,25,0.3756,0.004,4
0.4524999999999999,263,0.20629999999999998,0.008,4
1.1559,297,2.4215,-0.4699,2
0.8731,55,0.14450000000000002,0.7246,3
0.0946,23,0.0946,0,5
-0.47950000000000004,157,-0.20459999999999995,0.2038,2
0.34470000000000006,368,2.5159999999999996,-1.6406999999999998,4
-0.4657999999999997,557,0.5832000000000004,-0.39210000000000006,3
1.004,38,0.996,0.004,5
1.8121000000000007,612,2.8182,-1.4042,3
0,18,0,0,1
0.008,30,0.008,0,3
0.742,62,0.7388,-0.0007999999999999995,4
0.026800000000000296,911,0.19630000000000009,-0.2549,4
-0.9580000000000001,149,-0.4833,0,3
-2.5004999999999997,335,-0.23509999999999995,-0.773,1
-1.1337,158,-1.1329,0,1
7.353799999999991,1540,9.6025,-2.1634,5
0.2271,44,0.1056,0.004,5
0.1847000000000003,438,1.79,0.23750000000000002,2
-0.45890000000000003,219,0.021399999999999975,0.004,4
1.513,116,1.509,0,5
0.3597,53,0,0.004,1
-0.21540000000000004,48,0.5576,-0.773,3
-0.7618,41,-0.7618,0,1
0.5103,88,0.9849999999999999,0.004,2
-2.8304000000000005,128,-1.013,-0.8102,1
1.238,247,1.0030000000000001,-0.3825,4
1.4151999999999996,357,1.4791999999999996,-0.0007999999999999995,4
1.1002,84,1.101,-0.0007999999999999995,4
-0.6575,106,-0.3526,0.008,1
-0.6719999999999999,48,-0.6759999999999999,0.004,3
3.0331000000000006,362,4.039999999999999,-0.19720000000000001,2
-0.8491,93,-0.4877,0,1
-0.0087,23,-0.0127,0,1
0.27569999999999995,34,0.6007,0.008,5
1.1384999999999998,31,1.1384999999999998,0,5
1.1954,78,1.1954,0,3
-0.3191,66,-0.3271,0.008,1
0,61,0,0,1
0.21610000000000007,178,1.1727,-0.9686,5
3.9146999999999994,303,3.2775999999999996,0.2895,4
0.6649,220,0.21720000000000003,-0.0048,2
-0.7601,92,-0.7601,0,3
-1.5333999999999999,56,-1.0013,-0.0534,2
9.187299999999992,1789,8.485399999999995,-0.1861,5
0.004,169,0.004,0,1
0.4668999999999999,85,0.43629999999999997,0.2249,4
1.3472,27,1.2498,0,5
-1.1263,88,-0.3387,0,2
0.0032000000000000006,62,0,0.0032000000000000006,4
0.6981999999999999,28,0.3756,0,4
0.5104,78,0.5064,0,4
2.1037999999999997,140,2.1458999999999997,-0.0461,5
0.4362,367,1.2169999999999999,-0.773,2
-1.1937,127,-1.1977,0,2
0.004,24,0,0.004,1
-5.2715000000000085,1046,-1.7995999999999996,-2.6108999999999996,2
0.008,29,0.008,0,3
-1.1126999999999998,69,-0.6502,-0.4665,5
2.2163,498,2.6035999999999997,-0.38730000000000003,4
0.5062,58,0.5062,0,3
-2.5004999999999997,335,-0.23509999999999995,-0.773,1
0.13410000000000005,129,0.45730000000000004,0.004,3
0.5905,58,0.8058000000000001,0,5
-1.0813,269,0.6064999999999999,-1.1895,4
-2.0754,179,-0.2842,-0.3865,3
0,23,0,0,2
0.09340000000000002,153,-0.37339999999999995,0,3
-0.2682,110,-0.2682,0,3
-0.42499999999999993,282,-0.1217,-0.3193,5
3.0369000000000006,300,4.543999999999999,-1.1737,5
0,26,0,0,2
0.4368000000000001,31,0.4368000000000001,0,5
2.9787,194,1.8956,0.324,5
0.15350000000000008,117,0.8128,0,1
1.5566,70,0.9141,0,5
-0.7561,137,-0.7561,0,3
-1.2753,35,-0.7714,-0.4729,1
-0.11169999999999997,77,0.3796,0.004,3
-0.6825,226,0.4943,0.008,1
0.0725,118,0.12009999999999998,-0.0468,2
1.073999999999999,1104,3.6885000000000012,-2.6284,5
1.532,71,0.6129,0.2429,5
1.7518999999999998,172,2.6131,-0.8652,5
0.34420000000000006,21,0.34420000000000006,0,2
0.2329,22,0.004,0,4
-0.2474,59,0.1311,-0.3865,2
-0.7304000000000028,460,1.4985999999999997,-0.9975999999999998,4
-0.5974999999999999,62,-0.9299,0,2
-0.24000000000000005,156,0.22849999999999993,-0.4765,4
-1.4825000000000002,124,0.33500000000000013,-1.5489000000000002,2
0.6078,230,0.6078,0,3
0.014199999999999987,99,0.008,0,2
0.3236,75,0.5945,0.2038,3
-1.0508,28,-1.0548,0.004,1
-0.22729999999999992,234,0.6457999999999999,-0.2088,2
0.708,45,0.3756,0,3
-0.34759999999999996,97,-0.3428,0,1
-0.04509999999999986,133,0.28190000000000015,0.004,2
0.5106,75,0.5106,0,5
0.3954,105,0.7432,-0.347,3
0.9022,21,0.9022,0,4
-0.5771000000000001,130,0.10220000000000007,-1.1259000000000001,1
-0.11639999999999998,254,0.6961,-1.0617,1
0.7224,51,0.7184,0.004,4
-0.21269999999999945,404,1.6428000000000003,-2.08,1
0.3736999999999998,174,0.9141,-0.5308,3
-0.2853,37,0.19340000000000004,0,4
0.004,22,0,0,4
0.7432,22,0.7432,0,5
0.3756,21,0.3756,0,3
1.7329,47,1.7337,-0.0007999999999999995,5
0.7418,46,0.7378,0.004,4
0.7043,122,1.0916,-0.39130000000000004,4
-0.7666999999999999,306,-0.3905999999999998,0,2
-0.1561,23,-0.1513,0,1
1.4500000000000002,106,1.4508,0,5
0,154,0,0,1
-0.13929999999999998,59,-0.14329999999999998,0,2
-0.018399999999999972,70,0.7918000000000001,-0.8102,3
4.0695,283,3.7003999999999992,0,3
-1.2354,159,-0.9144000000000003,0.004,4
-0.4787,27,0,0,3
-1.4226999999999994,472,-0.06879999999999993,-0.3665,2
0.2183,38,0.1129,0.008,4
0.5528,26,0.6062,-0.0534,1
-1.6838,343,0.8271999999999999,-0.8074,3
0.012,58,0.012,0,1
1.8375999999999995,641,2.4092,-0.9004000000000001,3
2.0263999999999998,351,1.4792999999999998,0.004,5
1.2217,238,1.2177,0,5
-0.17809999999999998,96,-0.1901,0.004,4
-0.7887000000000001,113,-0.7887000000000001,0,1
-0.32320000000000004,152,0.1252,-0.3569,3
0.9996999999999996,779,1.4049999999999996,-0.3809,4
-1.6033999999999997,172,-1.6185999999999998,-0.3465,2
0.7641,149,0.7481,0.008,4
-2.1945,264,-1.0048,-1.0537,2
0.16639999999999983,254,1.6994000000000002,-1.0663,4
2.4959999999999996,211,2.0615,0.2637,5
0.393,22,0.393,0,5
-0.8268,25,-0.8308,0.004,5
0.8807,86,0.8807,0,1
-0.7403,23,-0.7403,0,2
-2.2847,302,0.20619999999999997,-1.3017999999999998,2
-0.1748,58,-0.1748,0,5
-1.3331000000000002,153,-0.23309999999999995,-0.773,3
0.6435000000000001,116,0.6395000000000001,0.004,1
0,38,0,0,5
-0.4983,143,-0.05409999999999998,-0.676,3
2.928899999999999,1036,3.6630000000000003,-0.6527000000000001,5
1.2107,258,1.9117000000000002,0,2
-0.327,23,0,0.004,1
0.9641,158,0.9641,0,2
3.379,362,3.1296999999999997,0.016,3
0.10260000000000001,24,0.09860000000000001,0,4
-0.7666,34,-0.7706,0,2
0.5949999999999999,1254,3.9972,-2.9000999999999997,2
0.004,29,0.004,0,1
0.008,29,0.004,0.004,5
-0.17339999999999994,47,-0.17339999999999994,0,3
-0.21560000000000004,424,-0.2573,0,2
3.2954999999999997,101,3.2914999999999996,0,5
3.2370000000000005,649,4.5846,-0.68,4
0.8038999999999998,87,1.7772999999999999,-0.49470000000000003,4
0.1451,376,1.4618000000000002,-0.8892,1
0.2673000000000003,362,-0.5208999999999998,0.2903,4
0,98,0,0,1
1.9620999999999997,156,2.5563999999999996,0.2903,4
1.2152,42,1.0585,-0.0534,3
0.004,34,0,0,1
-0.7666,69,-0.7666,0,3
-0.7040000000000002,543,0.11060000000000003,0.007200000000000001,3
-0.9206,25,-0.9206,0,1
4.5032,568,4.1029,0.0717,4
0.5901000000000001,39,0.5861000000000001,0,4
-1.4597,432,-0.6159999999999999,0.02,3
-1.3133,135,-1.3213,0.004,3
1.6312999999999998,293,1.9283,-0.6276,4
0.17289999999999991,268,1.7417,-0.6066,2
-0.42139999999999994,45,-0.7666,0,1
0.3121,52,0.3081,0.004,4
1.3675000000000002,123,1.3635000000000002,0,4
-0.21740000000000004,50,-0.49970000000000003,0.2823,4
-0.11399999999999999,234,0.23709999999999992,-0.35509999999999997,2
0.6639999999999999,108,1.2628,-0.8102,4
-2.5582000000000007,506,-2.2502,-0.51,3
-1.1606,306,-0.22269999999999995,-1.3068,2
1.0816,42,0.7871,0.0711,5
-1.1388000000000005,590,1.8323000000000003,-1.5059,2
2.6792,42,1.4882,0,3
0.008,27,0,0.008,5
0.3716,22,0.3716,0,4
0.11890000000000012,220,0.03070000000000006,0,1
-6.722200000000001,1520,0.0033000000000009133,-4.484800000000001,2
0.10780000000000009,227,0.10060000000000008,0,1
-1.0041,98,-1.0081,0.004,1
-1.6422000000000003,153,-0.5062000000000002,-0.7706,3
1.1899,55,0.8337,0.2863,5
0.6935,44,0.6935,0,2
-0.3865,24,0,-0.3865,4
-6.3098000000000125,1437,-2.5848999999999993,-3.2155999999999993,3
0,22,0,0,3
-0.5885999999999998,260,-0.24029999999999999,-0.8158000000000001,2
0,23,0,0,1
-0.31770000000000004,28,-0.31770000000000004,0,2
5.00719999999999,2294,7.408699999999991,-1.3243,4
0.8048,283,0.14659999999999998,0.6542,2
0.3756,32,0.3716,0.004,5
0.7726,46,0.7686,0,1
0,23,0,0,5
0.8335999999999999,24,0.8384,0,5
1.0302,44,1.0612,0,5
0.7202,164,0.713,0.012,5
-1.5683999999999998,169,-1.1146999999999998,0.008,1
0.008,27,0.008,0,2
0,23,0,0,5
2.2615,956,2.1147,-0.7451,3
0.1599,40,0.1599,0,5
0.9255,134,1.4042,0,1
-1.1965000000000001,48,0,-0.3825,1
0.004,29,0.004,0,3
-0.3704,23,0.0121,-0.3865,3
-0.3758,43,-0.371,-0.0048,1
-0.24320000000000003,47,-0.25120000000000003,0.004,5
0.6807,37,0.6807,0,4
1.0365,144,1.8962,0.004,3
-0.6928999999999998,109,-0.2222,0.004,2
1.4586,41,1.2676,0,5
-1.8698,108,-0.0007999999999999995,-1.546,2
-0.4607,280,-0.2168,-0.4389,2
-0.2993999999999998,214,0.2713000000000002,-0.3865,3
0.06119999999999998,79,0.05719999999999997,0,2
0.11450000000000005,92,0.15580000000000002,0,5
0.6858,90,0.5331999999999999,-0.3865,4
2.0098000000000003,796,1.3711000000000004,-1.1547,3
1.2820999999999996,1086,2.805999999999999,-2.2641999999999998,2
-0.3626,53,0.0081,0,1
0.6100000000000001,148,0.5138,0,5
-0.6875,79,0.0081,0.004,4
1.1356000000000002,421,1.8748,-0.47950000000000004,4
2.3966999999999996,136,2.3926999999999996,0.004,5
0.8241,79,0.4727,0,5
-0.5279,134,-0.1931,-0.1413,1
-0.46340000000000003,60,0.011300000000000001,0.004,4
-3.0645999999999995,1734,2.5040999999999984,-3.9338999999999995,2
1.7352,910,4.7867,-3.4316999999999998,2
3.306799999999999,491,1.6708999999999998,-0.7698,3
1.1987000000000005,209,1.5388000000000002,-0.1538,1
0.2744,72,0.3218,0,3
5.6465,352,4.9385,0.26289999999999997,4
1.5510000000000002,65,1.5510000000000002,0,4
0.07050000000000003,97,0.07530000000000003,0,2
-4.818800000000004,868,-1.5756000000000001,-2.6147,5
-0.5060000000000002,236,0.8374999999999999,-0.8062,4
-0.2985,87,0.3171,-0.6156,1
0.3186,55,0.3234,-0.0048,5
2.6678,1091,4.092699999999998,-0.9542,2
0.2159,35,0,0.2159,3
0.7686,31,0.7646,0,4
-1.0936,37,-1.0976,0,3
-0.08429999999999999,126,0.28859999999999997,0.1058,3
4.076900000000001,1214,5.459399999999999,-1.4569,4
0.8843000000000001,143,1.727,-0.49019999999999997,2
-0.4427,74,-0.10699999999999996,-0.3865,1
0.2373999999999999,130,1.0104,-0.773,1
-1.4446000000000003,444,0.7077999999999997,-1.2062,3
0.7905,352,1.1778,-0.3865,1
4.271199999999999,199,4.642499999999999,-0.3705,5
-1.0792,103,-0.20970000000000003,-0.3998,1
-0.2611,74,-0.2691,0.008,1
0,40,0,0,5
2.7381,402,3.5069999999999997,-0.034100000000000005,5
-1.2758,88,-1.2873999999999999,0.0116,4
-0.5276,35,-0.5227999999999999,0,4
0.6984999999999999,133,0.31349999999999995,0.012,3
-0.3297,39,0.008,-0.3377,1
-0.19749999999999993,1043,1.9813999999999998,-1.3515,4
-0.9859,52,-0.7706,0,2
0.8213999999999999,237,1.3029999999999997,0,2
-0.8344,148,-0.8061,-0.032299999999999995,2
0.16799999999999993,348,2.5071,-1.8644,3
-1.1741000000000001,158,-0.3413,-0.929,1
0.004,23,0,0.004,5
0.3612,41,0,0,1
0.8939999999999999,35,1.2805,-0.3865,4
-1.3237999999999999,418,1.1894,-2.5978000000000003,3
8.446299999999997,577,7.439399999999998,-0.38330000000000003,5
-3.3106,218,-2.2772,-0.6672,1
-0.5365,26,0,0,3
-1.7508,89,-1.5419999999999998,-0.2088,1
1.2737000000000003,147,1.3258999999999999,-0.0514,5
-0.37849999999999984,282,-1.1085999999999998,0.004,3
1.3905999999999996,323,1.0079,0.020999999999999998,4
-0.4161,124,-0.0007999999999999995,-0.5027,1
1.3809,262,1.6953999999999998,0.0032000000000000006,2
-0.6326,78,-0.0048,0.3296,3
1.2215,45,1.2215,0,4
2.1098,25,1.7872000000000001,0.004,5
-0.3536,121,0.11710000000000001,0.008,3
0.04100000000000015,79,-0.02739999999999998,0.004,2
5.102199999999997,657,4.664999999999998,-0.021599999999999994,5
0.3594,23,0.3554,0,2
0.34470000000000006,368,2.5159999999999996,-1.6406999999999998,4
-0.9049,304,0.15839999999999965,-0.2599,4
-0.9657000000000001,43,-0.2898,-0.6759000000000001,1
0.9163000000000001,324,2.0743,-0.5035,5
-1.156,126,-1.0896,-0.6752,2
1.3394,97,1.5036,-0.773,2
1.5889,144,1.3531,0.008,5
0.3756,25,0.3716,0,1
-0.407,83,-0.7356,0.3286,3
0.10770000000000002,47,0.4516,0,5
1.7428,229,1.1893,0.012,2
8.35229999999999,1298,7.5228999999999955,0.31460000000000005,5
0.26969999999999994,42,0.6007,0,3
0.7123999999999999,388,0.5276000000000001,0.004,4
-0.47859999999999997,112,-0.47859999999999997,0,1
0.3253999999999998,301,0.10879999999999988,-0.3081,4
-0.43890000000000007,52,0.37079999999999996,0,2
1.1144,52,1.1144,0,3
0.004,26,0.004,0,1
-1.1994000000000002,249,0.44629999999999986,-0.1638,2
-0.0456,42,-0.4858,0,1
1.6544999999999996,191,1.3773999999999997,0.004,3
1.3219,195,1.7926,0,2
5.123899999999996,808,5.0243999999999955,-1.9069,5
-1.0017,255,-0.18130000000000002,-1.0577,4
0.7428999999999999,109,0.7348999999999999,0.004,5
0.01050000000000001,55,0.397,-0.3865,1
1.6684,50,1.6644,0,4
-0.346,26,-0.346,0,1
0.41850000000000004,38,0.9550000000000001,0,4
2.17,164,2.166,0,3
3.451800000000001,1275,5.488999999999999,-2.9611,4
0.20939999999999998,82,0.5959,-0.3865,4
0.6022000000000001,24,0.5982000000000001,0.004,5
0.3514,41,0.004,0,4
0.8960999999999999,120,0.8728,-0.853,2
-1.5997,121,-0.9508,-0.5594,1
-0.8732,249,-0.6968000000000001,-0.3825,3
0.7512,25,0.7512,0,5
-0.8688,382,0.13799999999999996,-0.9489000000000001,2
-0.8585,45,-0.6938,-0.1028,2
-3.9334000000000016,613,-0.8221,-1.0001,2
0.48830000000000007,294,0.4908,-0.5083,3
0.09919999999999998,59,0.09919999999999998,0,4
6.080699999999989,1053,7.289599999999995,-0.9268000000000001,4
-2.3423000000000003,761,-0.47760000000000025,-2.6738999999999997,1
-3.343599999999999,321,-1.3228999999999997,-2.0159000000000002,3
0.46920000000000006,367,1.688,-1.2451,2
0.02560000000000001,39,0.02560000000000001,0,3
0,24,0,0,1
0.393,29,0.393,0,3
-0.2898,45,0.04520000000000002,-0.343,1
-0.8993,158,-0.1653,-0.734,1
2.061,92,1.8628000000000002,0.008,5
1.4796,131,0.5662,0.004,5
-0.0167,59,-0.0167,0,1
0.6807000000000001,32,0.8782000000000001,0,3
0.5052,27,0.5052,0,5
-0.2147,347,0.004,-0.2187,4
1.2454,26,0.9631000000000001,0.2823,5
-0.0048,22,0,0,4
-0.6621,37,-0.6621,0,1
0.37399999999999994,84,0.37879999999999997,0,5
-2.5856999999999997,140,-0.9427000000000001,-1.1643000000000001,3
4.291099999999982,4137,10.019999999999987,-2.1327999999999996,2
-1.9803000000000002,274,0.014700000000000067,-1.1519,3
-2.1646,595,-0.8193000000000001,-1.2896,5
0.0032000000000000006,35,0.004,0,2
-0.7202,39,0.004,-0.7242,2
2.3354,377,2.5526999999999997,0.007200000000000001,4
2.0559,88,1.4918,0.004,5
-0.10679999999999995,73,0.4415,0,1
1.3348,403,2.3096,0.2509,4
0.4086,72,0.393,0.0116,3
-0.7319,96,-0.7319,0,3
0.3935,165,0.3855,0,2
2.3123,71,1.8678,0,5
0.3962,28,0.397,-0.0007999999999999995,4
0.4759,26,0.3797,0,4
-0.49129999999999996,65,0.2233,-0.7145999999999999,2
1.1514,29,0.719,0,5
0.802,43,0.802,0,4
0.5629999999999998,171,0.5685999999999999,0.004,5
0.004,40,0,0,3
-0.031899999999999984,201,-0.029100000000000015,-0.3454,3
-1.4815000000000003,60,0.3716,-1.8531000000000002,2
-0.06600000000000017,136,-0.027700000000000117,0,2
-1.9646000000000003,166,-1.1646999999999998,-0.4035000000000001,2
0.12960000000000005,172,0.4671,0.008,4
0.4457,29,0.3716,0.0741,4
0.008,39,0.004,0.004,1
-0.0934,171,0.6676,-0.765,5
-1.2556999999999998,141,-1.2413,0,1
0.1169,25,0.1169,0,2
0.5475000000000001,110,0.5395000000000001,0.008,1
-1.9133,161,-0.9904,-0.6324000000000001,2
-1.1307,152,-0.6264000000000001,-0.5035,4
0.3217,41,0.3217,0,2
0,36,0,0,1
-0.03899999999999999,62,-0.043,0,3
0.09999999999999998,25,0.09999999999999998,0,5
0.393,24,0.393,0,5
-1.5651,189,-0.8009,-0.773,1
0.7271,22,0.3797,0.3474,4
-0.4391,68,-0.2676,0,1
-0.288,100,-0.5458,0,2
3.5067,85,1.1807,1.0822,5
-3.4891999999999994,495,-0.45879999999999993,-3.8391999999999995,1
0.397,96,0.2159,0,3
4.5515,475,3.3263,1.226,5
0.5871999999999999,82,0.9393,-0.3473,3
0.9046,156,0.5895999999999999,-0.514,3
-1.5722,236,0.10459999999999997,-1.3538000000000001,3
2.4891000000000005,896,3.2797000000000005,-0.7746000000000001,4
-0.04459999999999986,31,-0.04459999999999986,0,3
1.6365000000000003,51,1.2041,0,1
-0.8612,41,0,-0.3825,2
0.9209,43,0.9209,0,1
-0.18230000000000002,60,-0.3991,0,5
0,24,0,0,1
0.7029,32,0.7037,-0.0007999999999999995,4
-0.042800000000000005,121,0.3699,-0.3825,5
-0.39499999999999996,31,-0.39899999999999997,0,3
0.0081,25,0.0081,0,4
1.3779000000000003,109,0.7197000000000002,0.0032000000000000006,3
4.109899999999999,347,4.2241,0.2823,5
-0.23160000000000003,52,0.1014,0,4
-1.5223000000000002,219,-0.7153000000000002,-0.8062,4
0.0787,344,0.0787,0,5
0.4444,44,0.008,0.004,5
0.4419,31,0,0.4792,2
-0.5643,67,-0.7706,-0.3865,1
-1.1491,180,0.22960000000000003,-0.8843000000000001,1
0.8797000000000001,449,1.1254,0.004,3
-2.4669999999999996,132,-1.5459999999999998,-1.1517,1
0.20909999999999998,119,0.20909999999999998,0,5
-1.3472,128,0.004,-1.3552,1
-1.0156999999999998,64,-0.5449999999999999,0.008,3
0.4705,38,0.46649999999999997,0,4
-0.7533999999999998,113,-1.5559999999999998,0,3
0.1235,91,0.8976000000000001,-0.2954,2
1.109,73,0.901,0,4
-1.5857,256,-0.9623,-0.8852,1
0.2975,23,0.3509,-0.0534,1
1.9629999999999999,93,1.7537,0,4
-0.4689,92,-0.49429999999999996,-0.2096,3
-0.7706,34,-0.7706,0,1
-1.0236999999999998,58,-0.1473,-0.9686,2
0.45940000000000003,86,0.4554,0.004,4
-0.055900000000000005,110,0.3554,-0.4153,3
-1.0406,61,0,-0.6752,1
-0.7328,28,0,-0.7328,5
-0.26899999999999996,75,-0.26899999999999996,0,3
3.1136,295,2.9376,0.2426,1
-0.9227,314,-0.3473,-0.3841,2
5.289899999999997,631,7.047399999999998,-0.0007999999999999995,4
-0.7019999999999997,509,0.41340000000000005,-0.8062,5
0.27479999999999993,92,0.3359,0.004,5
-2.5567,161,-2.111,0.2421,2
0.7954000000000001,64,0.6044,0,5
-0.7052,41,0.3756,-0.2048,4
0.09200000000000003,90,0.1323,0.008,2
-2.3193,718,1.3994999999999993,-4.3775,2
1.5817999999999999,76,1.5817999999999999,0,3
0.9260999999999999,40,1.1074,-0.1813,5
-0.4488000000000002,207,1.3458999999999999,-1.5964,2
-2.7739,256,-1.1413,-0.4833,2
-0.43890000000000007,52,0.37079999999999996,0,2
-0.2506000000000001,131,0.5714999999999999,-0.6276,3
0,46,0,0,2
0.401,24,0.397,0,4
0,20,0,0,1
2.1635999999999997,173,1.835,0.14499999999999996,5
2.2908999999999997,724,2.6507000000000005,-0.3171,4
7.225199999999994,1220,8.167999999999994,-1.1358999999999997,4
-0.04290000000000001,31,0.4318,0,3
-0.01139999999999997,64,-0.019399999999999976,0.004,3
-0.6078000000000001,87,-0.38220000000000004,0,4
2.4243,451,2.8431000000000006,-0.0096,1
0.5195000000000001,27,0.5155000000000001,0,5
-1.1267,255,1.0257,-1.2022,2
0.12090000000000001,27,0.1169,0,5
-0.17439999999999997,139,0.0024000000000000132,-0.5204,1
7.055499999999988,1083,7.47449999999999,-0.787,4
2.1680999999999995,397,2.3651999999999997,-0.39210000000000006,4
-0.4530000000000001,527,0.9174000000000002,-1.3462,2
-0.7346999999999999,264,-0.3689999999999999,0.004,3
0.211,37,0.2118,0,3
-0.12510000000000032,236,1.5976,-1.7227000000000001,1
0.6022,21,0.6022,0,3
5.242699999999999,517,5.1014,0.2215,4
-0.48279999999999995,82,0.397,-0.34249999999999997,2
-0.1005,66,-0.1005,0,4
-0.5065,40,-0.027799999999999995,0,2
0.8295,66,0.6183000000000001,0,5
1.0341,81,1.1991999999999998,0,2
0,21,0,0,1
0.3954,105,0.7432,-0.347,3
-0.8805,152,-0.8845,0.004,2
-0.5064000000000001,144,0.37879999999999997,-0.8892,3
-0.3865,36,0,-0.3865,3
0.2735000000000001,214,0.3328,0.2697,3
-0.3317,35,-0.3397,0.008,2
-3.7046,549,-3.2331999999999996,0,1
0.09789999999999999,37,0.09789999999999999,0,5
0,21,0,0,4
1.1228,22,1.1148,0.004,2
0.004,25,0.004,0,5
0.21810000000000002,28,0.004,0.004,5
-0.15109999999999996,76,0.3774,0.004,4
-0.7735,72,-0.39099999999999996,-0.3825,1
-1.3704999999999998,134,-1.3777,0.008,1
-1.1038,265,0.7232999999999999,-1.108,5
0,27,0,0,5
-0.0007999999999999995,35,-0.0007999999999999995,0,1
0,120,0,0,2
-0.1475,82,0,-0.3793,3
0.1131,24,0.1131,0,1
1.4672,28,1.4632,0,5
-0.07069999999999999,126,-0.07869999999999999,0.004,4
-2.8719999999999994,661,0.2827000000000002,-1.8831000000000002,3
