@relation Review_sentiment


@attribute overall_sentiment numeric
@attribute token_number numeric
@attribute noun_sentiment numeric
@attribute stars {1,2,3,4,5}
@data
0.5111000000000002,463,-1.1555,3
-2.5567,161,0.2421,2
0.2761,41,0,2
0.004,40,0,5
-0.4747,24,0,4
-1.4214999999999998,289,-1.1299,2
-0.2596,71,0.004,4
-2.9899,314,-0.7147,1
-2.8429999999999995,344,-0.3825,3
4.131599999999995,623,-1.2004000000000001,4
0.2641000000000001,137,0.004,1
-0.23209999999999997,31,-0.8102,4
-0.416,55,0,3
1.1240999999999999,77,0,3
0.19390000000000002,87,0,1
-0.7705,112,0,2
1.3092,86,0,1
0.4465,23,0,2
-2.3479,98,-1.1038000000000001,2
0.036899999999999995,30,0,4
0.48069999999999985,217,-0.22469999999999998,3
1.1943,193,-0.2959,1
-0.2575,45,-0.3865,4
-0.9202,234,-0.2156,2
0.4759,26,0,4
-0.5056000000000003,285,0.0032000000000000006,2
0,23,0,4
-0.2541,23,0,1
0.8187,107,-0.8756999999999999,4
0.9722999999999999,116,-0.3865,5
-0.7536,115,-0.8579000000000001,2
0.3173,311,-0.3297,2
1.0066000000000002,58,0,3
0.43149999999999994,634,0.10440000000000002,2
-2.0536,142,-1.6454000000000002,1
0.30529999999999996,33,0,5
0.3922,27,0,3
-0.5718000000000002,98,-0.6712,1
0.2243,59,-0.0048,4
-0.5696,68,-0.1732,5
-0.4060000000000001,143,-0.773,1
-0.005400000000000023,282,-0.49949999999999994,4
-0.6164000000000001,96,-0.3825,5
0.6293,47,0,3
0.79,23,0,5
0.6353,36,0,5
-0.3562,80,0,3
-1.2244999999999997,446,-0.7544,4
-0.3487,22,0,3
-0.2796,102,0.008,5
0.012,91,0.004,1
-1.8725999999999998,142,0.2823,1
0.04970000000000012,273,-0.2694,5
-0.3296,32,0,2
-2.7163999999999997,334,-1.8591000000000002,3
0.7283000000000001,106,0,5
-0.8612,41,-0.3825,2
1.7844000000000004,477,-0.5980000000000001,5
-1.6214,48,0,3
0.393,50,0,4
-0.1413,134,0.004,1
0.264,110,0.4832,1
-0.9859,52,0,2
-1.15,154,-0.5035,1
0.8577,63,0,3
1.2115000000000002,24,0,5
1.5807,93,0,4
0,22,0,3
-1.0019,82,0,2
0.2106,53,0,5
0,125,0,3
1.0414,82,0,3
-0.15760000000000002,224,-0.8595999999999999,2
-0.5066999999999999,48,0.004,2
1.3340999999999998,46,0.004,5
3.9517,222,0,4
-0.11130000000000001,70,0,1
0.004,41,0,1
-0.12119999999999992,201,-0.8062,3
0.47169999999999995,40,0,4
2.782,110,0,4
0,41,0,1
-0.009600000000000053,87,0,4
-1.2964,373,-0.9839,1
1.9486000000000003,167,0.004,5
0.7185999999999999,114,0.004,5
0.4778,50,0,3
-1.434,186,0.0237,1
0.8091000000000002,51,0.012,4
0.08459999999999997,163,-1.0457,1
-1.0507,187,-0.3074,1
0.582,24,0,5
0.8944,133,0.004,2
-0.4687,40,0.004,2
0.37249999999999994,27,0,5
-1.156,126,-0.6752,2
1.0793,65,0,4
0.7432,56,0,2
0.9728999999999999,90,0,1
-1.1978,159,0.3446,2
-0.3487,22,0,3
-0.3793,52,-0.3865,5
-0.5383999999999998,233,-0.49949999999999994,3
0.8681,35,0,5
0.5814999999999999,23,0,4
0.004,30,0.004,3
-0.738,344,-0.5131,4
-0.6399,58,0,2
1.3096,102,1.2038,5
0,27,0,3
-0.47529999999999983,222,-1.0577,4
0.15930000000000016,902,-1.25,3
0.264,110,0.4832,1
0.393,20,0,4
1.3219,195,0,2
0.3721,155,0.008,5
3.9007000000000005,708,-1.3293,3
0.373,40,0,2
1.8278999999999996,210,-1.7548000000000001,3
0.3774,27,0,5
0.23460000000000003,169,0.09910000000000001,1
-1.3319999999999999,135,0.004,4
0.8588,484,-0.2172,1
-0.30699999999999994,210,-0.054599999999999996,3
0.231,81,-0.0048,1
1.6299000000000001,191,0,4
0.4715,32,0,4
0.6334,30,0,2
-0.4747,29,0,1
2.1690000000000005,531,-0.11690000000000006,4
-0.6447,27,0,1
0.9294,58,0,5
1.0751000000000002,117,0,4
1.5473,44,0,5
1.7582000000000009,322,-0.7922,3
0.5303,35,0,5
0.004,20,0.004,5
0.3872,36,0,4
0.1874999999999998,505,-0.886,3
-0.0817,57,0,1
-0.3275,24,0.008,1
-0.6952,102,0,4
0.19159999999999988,53,0,5
-1.0704,60,-0.4739,2
0.5061,37,0,2
0.5955,43,0,5
-0.2422,25,-0.1732,4
-0.31079999999999997,120,0.004,3
-0.6291,63,0,2
0.2723,270,0.6502,2
-0.7666,27,0.004,1
0,23,0,3
-0.6502000000000001,44,-0.6276,2
0.4836999999999998,549,-0.6074,5
0.30419999999999997,83,0,5
0.5270999999999999,27,0,3
-9.385300000000004,507,-4.3011,2
-1.0202,114,0.3512,1
-0.04459999999999986,31,0,3
1.2224000000000004,1054,-0.5268999999999999,4
0,26,0,2
0.3716,24,0,4
-0.014900000000000024,24,-0.3865,4
-0.3720000000000001,109,0,5
1.3845,70,0,4
-0.6762999999999999,181,-0.996,2
-0.8391,146,0.6542,2
3.117399999999999,778,-0.9754,4
0.5092,22,0,5
-1.1743000000000001,118,0,3
0.7852999999999999,180,-0.3413,1
2.719,365,0.002400000000000001,3
-0.39130000000000004,58,-0.3865,2
0.4471000000000001,114,0.004,2
-0.43350000000000005,59,0,1
-0.4587,65,0.012,1
-1.1282999999999999,598,-0.1928,4
1.4392,138,0,5
-0.7985,99,0,3
0.4988,41,0.004,3
0.08309999999999998,93,-0.3785,4
-0.5999000000000001,138,-1.0258,3
2.9705,475,0.1765,3
-0.26159999999999994,57,-0.3454,1
1.8462999999999998,38,0,5
0.12090000000000001,25,0.004,2
-1.018,186,-0.7040000000000001,1
-0.9699000000000001,147,-1.1555,4
-1.8759,200,0,2
-0.2995000000000001,257,-1.3173,5
-0.6809000000000002,242,-0.045399999999999996,1
-0.14889999999999998,98,0.008,4
-1.1555,376,-0.39349999999999996,2
0.43989999999999996,93,-0.3865,2
0.4818,25,0,5
-0.0434,41,-0.0048,1
-0.4938,59,-0.4399,1
0.25389999999999996,33,0,3
-0.7666,60,0,2
3.1086,629,-0.0827,5
0.35930000000000006,32,0.004,1
1.295,112,0,2
2.646,80,-0.3731,3
1.2105,22,0,4
2.2615,956,-0.7451,3
-0.3129,31,0,1
1.7273999999999998,79,0,5
-0.30939999999999995,54,-0.3669,4
-0.1553,19,0,3
0.48529999999999995,30,0,5
1.1148,22,0,5
0.42669999999999997,85,0.008,3
0.4925,23,0,5
-1.3275000000000001,184,0.004,1
0.5196,27,0,5
0.05570000000000004,237,-0.7215,3
0.9471,162,0.7394,4
0.007200000000000001,27,0,2
0.7432,38,0,4
0.6693,26,0,4
-0.1565,158,-0.27880000000000005,1
0.004,38,0.004,5
0.3567,65,0,2
0.36609999999999965,371,-1.1417000000000002,3
3.7003000000000004,789,-0.3154000000000001,5
2.6071,81,0,5
0.872,328,-0.2088,4
1.0144,63,0.008,1
-1.3410000000000002,122,-1.3410000000000002,1
-0.39899999999999997,24,0,1
-0.06080000000000005,116,-0.68,1
2.1431,203,0,3
-0.4787,24,0,3
0.6990999999999999,119,0,3
0.036900000000000044,151,-0.4369,2
2.5854000000000004,177,0.004,4
0.007200000000000001,112,0,3
-0.2715,22,0,3
-1.2405000000000002,300,-0.3613,1
-4.977699999999999,880,-5.966,2
-0.31040000000000006,82,0,3
0.7017,50,0,2
1.3971,101,0,4
0.3796,37,0,4
1.5677999999999999,33,0,5
0.12019999999999997,69,0.004,5
-3.6765999999999988,2279,-2.771599999999999,1
0.04479999999999998,104,0,2
-0.9825999999999999,273,-0.0007999999999999995,3
-1.3659000000000001,23,0,2
0,32,0,2
0.7789999999999999,68,0,1
-0.7888999999999999,42,-0.4699,2
0.6709,29,0,5
0.477,29,0,4
-0.2550000000000001,196,-0.5179,1
0.5139,25,0,5
-0.5643,52,0,4
-0.7006,155,0,2
3.9436999999999998,365,-0.3825,4
-0.6276,18,-0.6276,5
-0.14100000000000007,45,-0.8102,4
0,25,0,2
0.23949999999999988,119,0.32,2
0.1131,56,0,5
0.401,25,0.004,5
0.9348000000000001,22,0.004,5
-2.3354999999999997,1101,-2.7655999999999996,2
-1.2405000000000002,300,-0.3613,1
-1.0530000000000002,199,0.008,3
-0.0048,27,0,1
-1.3517000000000001,318,-0.8767,1
-1.9870999999999999,188,0.0892,1
1.0669,150,0.3512,2
1.2502,41,0,4
1.8958,612,-1.3134,4
0.9149,57,0.004,5
-2.4151000000000007,264,-1.9731000000000003,1
0.5701,81,-0.38759999999999994,1
0.231,81,-0.0048,1
1.8839999999999997,559,-0.09700000000000003,3
0.08889999999999998,61,0,3
2.1987,54,0,4
0.6199,254,0.012,3
1.041,621,-0.6915,2
0.008,43,0,4
0.4832,36,0.4792,4
-1.2428,128,0.004,2
0.22049999999999992,54,0,2
1.6171,197,0,3
0.3922,50,0.004,5
-0.8127000000000002,208,0,3
1.3199999999999998,54,-0.0007999999999999995,5
0.43300000000000005,64,0,2
-0.08980000000000007,73,0.004,3
-0.08630000000000004,47,0,1
0.004,21,0.004,4
2.693,189,0,3
1.0625,52,0.004,2
0.6993,29,0,5
-0.29530000000000006,23,-0.0048,3
0.7274,42,0,1
